video_id,title,published_at,duration_seconds,view_count,like_count,comment_count,tags,description,thumbnail_url
f7kjjFhyyKE,This Platform Trains Robots To Do Backflips In 26 Seconds #shorts,2025-01-13T14:00:45Z,60,353564,23200,455,ai|artificial intelligence|robots|genesis|humanoid|humanoid robot|tech|technology|tech news|ai breakthrough|ai research,This Platform Trains Robots To Do Backflips In 26 Seconds #shorts,https://i.ytimg.com/vi/f7kjjFhyyKE/maxresdefault.jpg
Ps-M88v1RrM,These are futuristic contact lenses that let you see in the dark #shorts,2025-10-06T21:00:20Z,60,319650,8181,309,NightVisionContacts|InfraredContacts|SeeInTheDark|NightVisionTech|ContactLensInnovation|InfraredVision|NanoparticleContacts|FutureOfVision|SecretMessages|NextGenTech|VisionBreakthrough|ChineseResearch|InfraredLight|HumanEnhancement|SuperVision|TechInnovation|SciFiTech|HiddenMessages|WearableTech|FutureOfEyes|DarkVision|NightVisionLenses|VisionTech|CuttingEdgeTech|FutureGadgets|HumanAugmentation|InvisibleLight|SuperPowers|FuturisticContacts|EmergingTech|NewTechnology|TechExplained|FutureVision,"These are contact lenses that let you see in the dark.

They’re like night vision goggles, without needing the goggles.

And it gets even crazier…

Because these lenses let you see even when your eyes are completely closed.

It’s pretty insane.

Now this was a massive breakthrough by a research lab in China.

And the way it all works is super interesting.

The contacts are coated with special nanoparticles that absorb infrared light…

That’s the part of the spectrum our human eyes can’t see.

But here’s the big innovation…

Those nanoparticles can then convert that invisible light into visible waves that we can see.

Essentially, letting us see in the dark.

Now the contacts are clear so you can still see normally, but you also have this super secret power to read hidden messages.

And here’s where it gets even crazier…

The people that tried these said it was even easier to read secret messages when their eyes were closed.

So in theory, someone could transmit an invisible message, and as long as you were facing in their direction, even with your eyes closed, you could read it.

Pretty insane.

The Chinese lab said the first version of these will only cost $200.

And I don’t know about you, but I could see these being everywhere.",https://i.ytimg.com/vi/Ps-M88v1RrM/maxresdefault.jpg
ll0V8AsTe4E,Are These The First Humanoids With Muscles? #shorts,2024-12-16T14:00:48Z,59,275848,25929,829,tech|ai|robot|humanoid|robotics|technology|ai news|tech news|clone robotics|humanoid development|ai humanoid|optimus,Are These The First Humanoids With Muscles? #shorts,https://i.ytimg.com/vi/ll0V8AsTe4E/maxresdefault.jpg
9dFoN0npXjY,This is a brand new AI project from Google #shorts,2025-10-02T21:00:10Z,75,235085,8042,156,AlphaEarth|GoogleAI|GoogleMaps|EnvironmentalAI|ClimateTech|PlanetData|VirtualSatellite|WeatherPrediction|AIInnovation|FutureOfEarth|EnvironmentalData|ClimateChangeTech|WildfirePrediction|FloodPrediction|AgricultureAI|SoilFertility|AmazonRainforest|AntarcticaResearch|OpenData|FutureOfScience|EarthMapping|EnvironmentalScience|GlobalAI|PlanetaryAI|TechBreakthrough|AITech|MappingTechnology|AIForGood|FutureOfClimate|EarthData|NextGenTech|ClimateScience|GoogleProject|FutureOfEnvironment|EarthAnalytics,"This is a brand new AI project from Google.

It’s called AlphaEarth.

And this thing is like Google Maps, but on Level 100.

It’s pretty wild.

Now think of AlphaEarth like an open platform for studying the planet.

It has access to any environmental data you could imagine…climate, weather, agriculture, everything.

But here’s why it’s so powerful…

Google took all the publicly available map data and used AI to compress it into super detailed 10x10m squares.

So it’s like they built a virtual weather satellite that can locate any spot on Earth and deeply understand its environment.

We’re talking about spots as small as your living room…they have that much precision.

Now this breakthrough has a ton of amazing use cases…

The data is extremely accurate at predicting weather patterns, flash flooding and wildfires before they happen.

It’s also able to literally see through the clouds and assess potential farmland and soil fertility.

But the best part is that this data can be used to study unmapped ecosystems, like the Amazon Rainforest and even Antarctica.

Now that we have this data system covering the entire planet, scientists can analyze every spot on Earth, to map trends and understand patterns.

And here’s the coolest piece….

You can actually access any of this data yourself and build on top of it.

Because it’s all open and publicly available.

This breakthrough is gonna completely change how we understand the environment and build for the future.",https://i.ytimg.com/vi/9dFoN0npXjY/maxresdefault.jpg
vN1q5rwPXDM,This guy used AI to build a cheat code for video games #shorts,2025-10-21T13:30:50Z,58,175052,4633,112,BasicallyHomeless|AIAimbot|AIGaming|GamingTech|RaspberryPi|AIInnovation|GamingExperiment|SuperhumanReaction|TechExplained|FutureOfGaming|GameCheat|DIYTech|ElectroMuscle|HumanAugmentation|GamerTech|AICheatCode|ScienceExperiment|AIRevolution|GamingHardware|TechInnovation|AIProjects|SmartTech|EmergingTech|GamingScience|AIEngineering|ExperimentalTech|FutureTech|ArtificialIntelligence|AIFuture|AIInGaming|TechRevolution|SmartGaming|GameTechnology|AIForGood|WildTech|GamingAI|NextGenTech,"This guy used AI to build a cheat code for video games.

But it’s not what you think…

Because his cheat code is a computer that electrocutes his arm to aim faster than any human on Earth.

It is completely insane.

This guy’s name is ""Basically Homeless.""

And what you’re seeing is his homemade electrocution aimbot.

Listen to how this works...

First, he hooks up electrodes to 4 muscles in his arm.

Those electrodes connect back to a Raspberry Pi computer.

But here’s the interesting part…

He wrote a software program that calculates the distance between his crosshairs and any enemy on the screen.

So when an enemy comes into view…

That distance is relayed back to the Raspberry Pi, which fires the electrodes, that literally shock his muscles to move his arm, into the perfect spot to destroy the enemy.

It’s absolutely wild he got this work.

And get this…his reaction time using this contraption is superhuman.

It’s literally faster than any human in the world could move.

And he has footage proving.

So it’s kinda cheating, but not really, because it’s still his arm doing the playing.

Either way, shoutout science.

And for everyone that’s worried AI is gonna take our jobs, if it all goes to zero…I guess we could all just, do this?",https://i.ytimg.com/vi/vN1q5rwPXDM/maxresdefault.jpg
03ouiRN5RaQ,The latest humanoid robots are starting to feel like Black Mirror #shorts,2025-10-17T13:00:01Z,74,150799,3192,240,Figure03|HumanoidRobots|AIInnovation|Robotics|FutureOfAI|RobotAge|HomeRobots|AIRevolution|FigureAI|HelixAI|SmartRobots|NextGenTech|AIExplained|ArtificialIntelligence|RobotLearning|FutureTech|EmergingTech|AITraining|RobotAutomation|HouseholdRobots|FutureOfWork|TechInnovation|RobotAssistants|AIFuture|AITrends|FigureRobotics|BlackMirrorTech|SmartAssistants|AIForHome|RoboticsRevolution|AIinAction|FutureOfLiving|AICompanion|TechRevolution|AIAdvances|RobotIntelligence|SmartTechnology|AIWorld,"The latest humanoid robots are starting to feel like Black Mirror.

This is the Figure 03.

Figure 03 is 5’ 8”, 134 pounds, and engineered to think and act like a human.

This version specifically was designed for in-home use.

So it can do laundry, wash dishes, serve drinks, deliver packages.

It even charges wirelessly through its feet.

It kinda just stands creepily on that charging pad until it wakes up and starts doing more chores.

12,000 people are going to have one of these in their homes within the next 12 months.

100,000 people will get one in the next 4 years.

But as cool as it looks, the most interesting part about this is not actually the robot itself.

The most interesting part is Figure’s AI training system…Helix.

Every Figure robot has a bunch of cameras and sensors in its face and both of its hands.

So as it does more tasks, it’s watching and learning from the world around it.

But the learning isn’t just to help the one robot doing it.

The skills are feeding back to the global AI system, which automatically upskills the entire fleet.

And you can see where this is going.

Just like ChatGPT gets better as more people use it…the more robots that do stuff in the world, the faster they will all get smarter.

What you’re watching is the very early innings of another massive tech supercycle.

And Black Mirror or not, we are officially entering the beginning of the Robot Age.",https://i.ytimg.com/vi/03ouiRN5RaQ/maxresdefault.jpg
mS-eJK0A7LI,We've just entered the great tech arms race #shorts,2025-10-22T21:01:02Z,76,143637,2644,66,JonyIve|ChatGPT|OpenAI|SamAltman|AppleDesigner|AIHardware|FutureOfTech|iPhoneReplacement|SmartDevice|AIRevolution|HardwareRace|AIArmsRace|NextGenDevices|TechInnovation|MetaSmartGlasses|GoogleSmartGlasses|AIProductDesign|AIExplained|FutureOfComputing|AINativeHardware|AIvsApple|TechBattle|AICompetition|AIInnovation|AppleDesignTeam|SteveJobs|FutureOfAI|AIHardwareRace|AIProducts|TechArmsRace|OpenAIHardware|KillTheSmartphone|SmartphoneReplacement|FutureTech|AIWorld|AIForTheFuture|JonyIveOpenAI,"Legendary Apple designer, Jony Ive…the guy who designed the original iPhone, just teamed up with ChatGPT.
But this isn't just another acquisition…
Jony brought his entire Apple dream team with him.
The designers behind the iPhone, Apple Watch, and even the iPad.
It’s like the Avengers of product design are merging with ChatGPT.
And they’re building a device that could replace the iphone.
Now Sam Altman’s a bit biased…
but he called their first product ""the coolest piece of technology the world will ever see.""
Now here's why all this matters...
Everyone thinks the AI race is about software.
ChatGPT versus Gemini versus Claude.
But that's not where the real battle is…
The real battle is hardware.
Because whoever controls the physical layer...controls everything on the device.
So for the first time in 20 years, we’re about to enter a massive Tech Arms race.
You've got OpenAI building AI-native hardware with the guy who designed the iPhone.
Meta and Zuck are betting everything on smart glasses.
Google's racing to catch up with their own smart glasses.
And Apple? 
Well they have the iphone but they appear to be stuck in neutral.
The last time Jony worked with a visionary CEO, they revolutionized computing.
And that was Steve Jobs.
Now it's Sam Altman’s turn.
But they're not trying to make a better smartphone...
They're trying to kill the smartphone entirely.
Whoever controls the hardware layer in AI wins everything.
And right now, that race is wide open.",https://i.ytimg.com/vi/mS-eJK0A7LI/maxresdefault.jpg
O1j6ZcinV7w,This company is pioneering the future of treasure hunting #shorts,2025-10-24T21:00:34Z,66,125802,3283,63,EarthAI|AITreasureHunting|MineralTargetingPlatform|GoldDiscovery|AIExploration|AIInnovation|MiningTech|FutureOfExploration|AIInMining|BuriedTreasure|LithiumDiscovery|RareMinerals|AIExplained|MineralExploration|AIRevolution|GoldMining|FutureTech|AIForGood|MiningInnovation|AIUses|SmartExploration|TechBreakthrough|AIInGeology|PlatinumDiscovery|SilverDiscovery|ResourceExploration|EmergingTech|NextGenAI|AITech|AIStory|FutureOfMining|AIWorld|GeologicalData|AIResourceHunting|AIExplorationTech,"This…is the future of treasure hunting.

This company used AI to find literal gold hidden inside the Earth.

But here’s the crazy part…

The way they found the gold…was super unique.

They gave maps to AI and let the AI tell them where the gold was buried.

And believe it or not, that actually worked.

The company’s called Earth AI.

And what they figured out, might have just changed exploration forever.

Now Earth AI had a really simple idea…

They took 50 years worth of geological data and fed it into a special AI model.

The AI used this data to identify hot zones on the map where rare minerals might be.

They call this their Mineral Targeting Platform.

Now once the team gets to those hot zones, they use next generation drilling to sample the mineral deposits.

And here’s the wild part…

It turns out…this AI system is amazing at finding the best spots where the minerals are buried.

How amazing?

Listen to this…

In 2024, companies around the world spent $280 million dollars per successful hot zone.

Earth AI, spends just $700K.

That’s 400x cheaper.

And they’ve found everything from gold and silver, to platinum and lithium.
It’s pretty insane.

But I think this is just the beginning…

In a few years, we’ll have AI models that can run this process all over the world.

Finding buried treasure on Earth and in space.",https://i.ytimg.com/vi/O1j6ZcinV7w/maxresdefault.jpg
zVdfmCNlQ78,Could These AI Carving Arms Bring Back Classic Architecture? #shorts,2024-12-09T14:01:06Z,61,123479,6671,120,ai|tech|architecture|architects|artificial intelligence|technology|monumental labs,Could These AI Carving Arms Bring Back Classic Architecture? #shorts,https://i.ytimg.com/vi/zVdfmCNlQ78/maxresdefault.jpg
q215b8d3ric,Scientists are using living brain cells to build computers that are ALIVE #shorts,2025-10-03T21:00:59Z,94,107944,3284,198,Biocomputing|LivingComputers|HumanBrainCells|BrainChip|FutureOfComputing|Biotechnology|BioTech|CorticalLabs|BrainComputerInterface|NeuronComputers|HybridComputing|BrainInspiredAI|BioAI|ArtificialIntelligence|NextGenComputing|BlackMirrorTech|FutureOfAI|NeuralComputing|BrainTech|ScienceBreakthrough|BioEngineering|BrainCellsInComputers|FutureTech|ComputingRevolution|SuperEfficientComputers|TechInnovation|MiracleDiscovery|EmergingTech|BrainScience|SyntheticBiology|FutureOfScience|CuttingEdgeTech,"This is a breakthrough in the future of computing.
That pink liquid…it’s full of living human brain cells.
And here’s the crazy part…
Scientists are combining those brain cells with traditional silicon to build computers that are alive.
It's pretty wild.
Now this is a brand new industry of technology called biocomputing.
These are real human neurons that can actually think and learn for themselves.
Now if you’re like me, you’re probably wondering one thing…
Why are scientists doing this?
It feels a bit much to be growing human brains just to put them inside of computers.
Well listen to this…
It turns out, human brain cells have extremely rare abilities to process things without being trained.
Normal computers need to be taught how to solve certain problems.
It’s why AI models take so much energy and training data to build.
But as soon as you add brain cells to a computer chip, they don’t really need as much training.
They kinda start figuring out what to do on their own, just like a human would.
They’re speedrunning the learning process.
Now because of this, these biocomputers are super efficient.
A regular supercomputer might use 40M watts of power to solve a complex task.
The human brain can do it in just 20.
That’s 2M times more efficient.
And this means these biocomputers could become the secret weapon to solving humanity’s hardest computational challenges.
As Black Mirror as it feels to merge brains and computers, this kind of seems like a miracle discovery.
But…there is just one massive problem…
Brain cells tend to die when their temperature deviates from 98.6 degrees.
And computers generate a ton of heat.
So we have this wild situation where living computers might be the solve for everything, but it’s almost impossible to keep the brain part alive.
Today, companies like Cortical Labs are selling these biocomputers for $35,000.
But over time, scientists are gonna figure out how to get them stable & more accessible.
It’s wild to say but I think soon we’re gonna have living computers that literally think like humans.",https://i.ytimg.com/vi/q215b8d3ric/maxresdefault.jpg
V1ZHDaie-Wk,GoDaddy Airo is an absolute cheat code for small businesses #shorts,2025-02-12T15:00:41Z,60,90637,207,1,ai|artificial intelligence|tech|technology|small business|godaddy|godaddy airo,GoDaddy Airo is an absolute cheat code for small businesses #shorts #godaddypartner #ad @GoDaddy,https://i.ytimg.com/vi/V1ZHDaie-Wk/maxresdefault.jpg
8v1a3qgmEz8,China is creating digital clones of its biggest cities #shorts,2025-10-29T21:00:27Z,77,89990,2268,115,ChinaDigitalTwin|ShanghaiClone|SmartCity|DigitalTwin|FutureOfCities|UrbanPlanning|AIInnovation|3DCity|VirtualShanghai|CityReplica|SmartInfrastructure|FutureTech|EmergingTech|CitySimulation|DigitalCity|UrbanTech|FutureOfUrbanPlanning|BigBrotherTech|SmartSurveillance|NextGenCities|DigitalMapping|CityModeling|SmartTraffic|AutonomousVehicles|DroneTraffic|FlyingCars|FutureOfTransportation|AIExplained|DisasterPlanning|EmergencyResponse|TechInnovation|DigitalBlueprint|CityOfTheFuture|AIWorld,"China just cloned Shanghai.

And when I say cloned, they created a digital replica of the city.

Every building, every sidewalk, every underground pipe.

Hyper realistic, in 3D, with accuracy down to a single inch.

They even used boats to map under the water in rivers and canals.

It’s pretty insane.

But this isn’t Google Maps….

Because they can also see inside of the buildings.

Floorplans, elevators, plumbing, blueprints.

This is a full scale living version of the city that can be controlled digitally from anywhere.

Now of course…

Immediately, your mind goes to 24/7 surveillance, big brother, eagle eye type concerns.

And I totally hear that…

But, there are also some insane benefits of having this detailed of a digital twin.

For example, imagine you have a fire or some emergency in a large building.

Someone manning the digital twin can help monitor, plan emergency routes, and provide oversight to teams on the ground.

They can also disaster plan for floods, attacks, and other calamitous situations before they happen.

But the biggest benefit, by far, is planning for future transportation.

In a world of delivery drones, autonomous vehicles, and eventually flying cars, China will be able to map sophisticated traffic patterns in real-time.

They’re also able to overlay real-time traffic data, weather patterns, and city movements to stress test new construction or projects as they come online.

These digital twins are active in multiple Chinese cities with more popping up across the globe.

It’s wild to say, but this is the next generation of urban planning.",https://i.ytimg.com/vi/8v1a3qgmEz8/maxresdefault.jpg
